project,name,ending,date,sex,race,category,title,soc,employees,hours,wages
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Asian/Native Hawaiian or Other Pacific Islander,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,Clark Rigging & Rental Corp,May,2018-06-20,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Crane and Tower Operators,NA,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Asian/Native Hawaiian or Other Pacific Islander,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Asian/Native Hawaiian or Other Pacific Islander,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Asian/Native Hawaiian or Other Pacific Islander,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Black/African American,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Black/African American,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Black/African American,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Black/African American,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,Clark Rigging & Rental Corp,May,2018-06-20,Female,Black/African American,Craft_Workers,Crane and Tower Operators,NA,0,0,0
Expo Center,Pompey Construction Services Inc.,May,2018-09-05,Female,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,77,1905.75
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Black/African American,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Black/African American,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Ajay Glass & Mirror Co., Inc.",July,2018-07-03,Male,Black/African American,Craft_Workers,Structural Iron and Steel Workers,47-2221,1,24,696
Expo Center,"Ajay Glass & Mirror Co., Inc.",July,2018-07-03,Male,Black/African American,Craft_Workers,Carpenters,47-2031,1,116,1791.77
Expo Center,"Ajay Glass & Mirror Co., Inc.",April,2018-08-01,Male,Black/African American,Craft_Workers,Structural Iron and Steel Workers,47-2221,1,112,3540
Expo Center,"Ajay Glass & Mirror Co., Inc.",April,2018-08-01,Male,Black/African American,Craft_Workers,Carpenters,47-2031,1,109,1618.71
Expo Center,Allied Electric Company,February,2018-08-29,Male,Black/African American,Craft_Workers,Electricians,47-2111,1,8.5,223.81
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Male,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Male,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,1,80,1459.04
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Male,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Male,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,56,1355.2
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Male,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Male,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,1,136,2545.5100000000002
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Male,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Male,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,141.5,3607.32
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Male,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Male,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,1,40,748.68
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Male,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Male,Black/African American,Craft_Workers,Carpenters,47-2031,1,2,56
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,38.5,959.06
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Male,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Male,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Male,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Male,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Christina Steel, Inc.",April,2018-05-08,Male,Black/African American,Craft_Workers,Structural Iron and Steel Workers,47-2221,1,211,6815
Expo Center,"Christina Steel, Inc.",January,2018-04-11,Male,Black/African American,Craft_Workers,Structural Iron and Steel Workers,47-2221,1,68,2262
Expo Center,Clark Rigging & Rental Corp,May,2018-06-20,Male,Black/African American,Craft_Workers,Crane and Tower Operators,NA,0,0,0
Expo Center,"D. U. Rossetti, Inc.",June,2018-05-06,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,8,NA
Expo Center,"D. J. Rossetti, Inc.",May,2018-05-04,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,17.5,NA
Expo Center,"D. J. Rossetti, Inc.",May,2018-07-04,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,45,NA
Expo Center,"D. J. Rossetti, Inc.",May,2000-01-01,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,8,NA
Expo Center,"E Smith Contractors, LLC",May,2018-08-04,Male,Black/African American,Craft_Workers,Drywall and Ceiling Tile Installers,47-8081,1,63,2986.02
Expo Center,"E Smith Contractors, LLC",May,2018-06-09,Male,Black/African American,Craft_Workers,Drywall and Ceiling Tile Installers,47-8081,1,90,3406.1800000000003
Expo Center,"E Smith Contractors, LLC",May,2018-05-31,Male,Black/African American,Craft_Workers,Drywall and Ceiling Tile Installers,47-8081,1,65.5,2993.4500000000003
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-06-06,Male,Black/African American,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,7,852,17609.189999999999
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-07-06,Male,Black/African American,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,4,572.25,11143.29
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-05-03,Male,Black/African American,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,3,255,5654.9
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-05-03,Male,Black/African American,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,3,255,5654.9
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-08-04,Male,Black/African American,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,3,315.39999999999998,5372.39
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-08-04,Male,Black/African American,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,3,315.39999999999998,5372.39
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-09-08,Male,Black/African American,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,1,37,513.55999999999995
Expo Center,Pompey Construction Services Inc.,May,2018-08-02,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,4,216,5763.75
Expo Center,Pompey Construction Services Inc.,May,2018-09-05,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,80,1980
Expo Center,Pompey Construction Services Inc.,May,2018-09-05,Male,Black/African American,Craft_Workers,Carpenters,47-2031,1,222,7090.13
Expo Center,"D. J. Rossetti, Inc.",May,2000-01-01,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,8,NA
Expo Center,"Steve General Contractor, Inc.",May,2018-07-07,Male,Black/African American,Craft_Workers,Structural Iron and Steel Workers,47-2221,1,183.5,5676.75
Expo Center,"Steve General Contractor, Inc.",May,2018-07-07,Male,Black/African American,Craft_Workers,Structural Iron and Steel Workers,47-2221,1,24,696
Expo Center,Structural Services of New York,May,2018-07-07,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,42,1040.5999999999999
Expo Center,Structural Services of New York,May,2018-08-28,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,38,952.88
Expo Center,"Christina Steel, Inc.",May,2018-06-08,Male,Black/African American,Craft_Workers,Structural Iron and Steel Workers,47-2221,1,114,3451
Expo Center,"Titan Roofing, Inc.",May,2018-07-03,Male,Black/African American,Craft_Workers,Roofers,47-2181,2,101.5,1677.51
Expo Center,"Titan Roofing, Inc.",May,2018-08-28,Male,Black/African American,Labors_Helpers,Helpers--Roofers,47-2181,2,156.5,3360.53
Expo Center,"Titan Roofing, Inc.",May,2018-09-01,Male,Black/African American,Craft_Workers,Roofers,47-2181,1,169,3174.33
Expo Center,Titan Steel,May,2018-09-12,Male,Black/African American,Craft_Workers,Structural Iron and Steel Workers,47-2221,1,8,236
Expo Center,XCL Construction Inc,May,2018-06-02,Male,Black/African American,Craft_Workers,Carpenters,NA,3,364,NA
Expo Center,XCL Construction Inc,May,2018-06-30,Male,Black/African American,Craft_Workers,Carpenters,NA,2,234,NA
Expo Center,XCL Construction Inc,May,2018-08-02,Male,Black/African American,Craft_Workers,Carpenters,NA,4,115,NA
Expo Center,XCL Construction Inc,May,2018-05-01,Male,Black/African American,Craft_Workers,Carpenters,NA,3,134,NA
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Male,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Male,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,1,104,1896.76
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Male,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Male,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,189,4677.75
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Male,Black/African American,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Male,Black/African American,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Male,Black/African American,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Male,Black/African American,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,Pompey Construction Services Inc.,May,2018-07-06,Male,Black/African American,Labors_Helpers,Construction Laborers,47-2061,1,82,2029.5
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Hispanic/Latino,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Hispanic/Latino,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Hispanic/Latino,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Hispanic/Latino,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Female,Hispanic/Latino,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Hispanic/Latino,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Hispanic/Latino,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Hispanic/Latino,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Hispanic/Latino,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Female,Hispanic/Latino,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Hispanic/Latino,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Hispanic/Latino,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Hispanic/Latino,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Hispanic/Latino,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Female,Hispanic/Latino,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Hispanic/Latino,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Hispanic/Latino,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Hispanic/Latino,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Hispanic/Latino,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",July,2018-04-06,Female,Hispanic/Latino,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,Clark Rigging & Rental Corp,May,2018-06-20,Female,Hispanic/Latino,Craft_Workers,Crane and Tower Operators,NA,0,0,0
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-06-06,Female,Hispanic/Latino,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,1,250,7699.73
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-07-06,Female,Hispanic/Latino,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,1,193.25,5870.87
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-05-03,Female,Hispanic/Latino,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,1,146,4364.55
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-05-03,Female,Hispanic/Latino,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,1,146,4364.55
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-08-04,Female,Hispanic/Latino,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,1,178.02,5427.76
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-08-04,Female,Hispanic/Latino,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,1,178.02,5427.76
Expo Center,Martin-Zombek Construction Serivces Inc.,May,2018-09-08,Female,Hispanic/Latino,Craft_Workers,Drywall and Ceiling Tile Installers,47-2081,1,135.85,3909.97
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Hispanic/Latino,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Hispanic/Latino,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Hispanic/Latino,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Hispanic/Latino,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Female,Hispanic/Latino,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Hispanic/Latino,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Hispanic/Latino,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Hispanic/Latino,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Hispanic/Latino,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Female,Hispanic/Latino,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Male,Hispanic/Latino,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Male,Hispanic/Latino,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Male,Hispanic/Latino,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Male,Hispanic/Latino,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",June,2018-07-06,Male,Hispanic/Latino,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Male,Hispanic/Latino,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Male,Hispanic/Latino,Craft_Workers,Brickmasons and Blockmasons,47-2021,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Male,Hispanic/Latino,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Male,Hispanic/Latino,Craft_Workers,Carpenters,47-2031,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-08-07,Male,Hispanic/Latino,Labors_Helpers,Construction Laborers,47-2061,0,0,0
Expo Center,"Casler Masonry, Inc.",March,2018-09-06,Male,Hispanic/Latino,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,0,0,0
